"SEQN","GENDER","AGE","EDUCATION","MARITAL","PREGNANT"
92307,"Female",35,"Some College","Married","No"
92309,"Male",62,"Less than High School","Married","No"
92312,"Male",59,"Less than High School","Married","No"
92315,"Male",30,"High School","Living Partner","No"
92316,"Male",54,"Some College","Single","No"
92319,"Female",40,"Some College","Married","No"
92320,"Female",29,"Some College","Living Partner","No"
92323,"Male",80,"Some College","Married","No"
92326,"Female",29,"College Grad","Married","No"
92331,"Male",57,"High School","Married","No"
92332,"Female",27,"College Grad","Married","No"
92333,"Male",40,"Some College","Living Partner","No"
92334,"Male",38,"Less than High School","Living Partner","No"
92335,"Female",80,"High School","Widowed","No"
92336,"Female",39,"High School","Living Partner","No"
92337,"Female",55,"Less than High School","Living Partner","No"
92338,"Female",27,"College Grad","Single","No"
92340,"Male",64,"College Grad","Single","No"
92345,"Male",23,"High School","Single","No"
92346,"Female",43,"College Grad","Married","No"
92347,"Male",46,"Some College","Married","No"
92348,"Male",26,"College Grad","Living Partner","No"
92349,"Female",41,"High School","Separated","No"
92351,"Female",69,"High School","Married","No"
92353,"Female",47,"Some College","Married","No"
92356,"Male",54,"High School","Married","No"
92357,"Male",80,"Less than High School","Divorced","No"
92358,"Female",21,"Some College","Living Partner","No"
92359,"Female",66,"Some College","Married","No"
92361,"Female",29,"High School","Living Partner","No"
92362,"Male",25,"Some College","Single","No"
92363,"Female",27,"High School","Single","No"
92365,"Male",36,"Less than High School","Living Partner","No"
92366,"Male",49,"High School","Married","No"
92368,"Female",54,"High School","Widowed","No"
92369,"Male",26,"College Grad","Single","No"
92370,"Male",80,"College Grad","Divorced","No"
92371,"Male",30,"College Grad","Single","No"
92373,"Male",80,"Some College","Widowed","No"
92374,"Male",28,"Less than High School","Married","No"
92376,"Female",58,"High School","Married","No"
92377,"Male",45,"Less than High School","Married","No"
92380,"Male",24,"High School","Single","No"
92381,"Male",34,"Less than High School","Married","No"
92386,"Female",57,"Some College","Divorced","No"
92389,"Female",63,"Less than High School","Married","No"
92390,"Male",47,"Less than High School","Living Partner","No"
92393,"Male",42,"Some College","Divorced","No"
92394,"Female",59,"College Grad","Married","No"
92395,"Female",80,"High School","Single","No"
92397,"Female",32,"Less than High School","Living Partner","Yes"
92400,"Male",23,"Some College","Single","No"
92403,"Female",57,"College Grad","Married","No"
92404,"Male",22,"Some College","Single","No"
92405,"Male",25,"College Grad","Single","No"
92407,"Female",54,"Less than High School","Married","No"
92408,"Male",24,"College Grad","Single","No"
92409,"Female",59,"Some College","Married","No"
92410,"Female",55,"Some College","Married","No"
92412,"Female",40,"College Grad","Married","Yes"
92413,"Female",45,"Some College","Living Partner","No"
92415,"Male",80,"Some College","Separated","No"
92416,"Male",41,"College Grad","Married","No"
92417,"Male",37,"Less than High School","Living Partner","No"
92418,"Male",48,"Less than High School","Married","No"
92419,"Female",45,"Some College","Married","No"
92420,"Female",43,"Some College","Married","No"
92421,"Female",29,"High School","Living Partner","No"
92423,"Female",37,"Some College","Divorced","No"
92424,"Male",65,"Less than High School","Married","No"
92426,"Male",79,"Some College","Married","No"
92428,"Female",33,"College Grad","Married","No"
92429,"Female",52,"Some College","Married","No"
92432,"Female",76,"College Grad","Widowed","No"
92435,"Male",65,"High School","Married","No"
92436,"Female",62,"High School","Married","No"
92437,"Male",50,"College Grad","Married","No"
92438,"Female",34,"Some College","Single","No"
92440,"Male",56,"Less than High School","Married","No"
92443,"Male",32,"Some College","Married","No"
92446,"Male",26,"High School","Living Partner","No"
92447,"Female",22,"Some College","Married","No"
92448,"Female",65,"High School","Divorced","No"
92450,"Male",66,"College Grad","Married","No"
92452,"Male",21,"Less than High School","Single","No"
92454,"Male",72,"Less than High School","Married","No"
92455,"Female",49,"College Grad","Widowed","No"
92459,"Male",58,"College Grad","Married","No"
92462,"Male",80,"Some College","Widowed","No"
92463,"Male",31,"College Grad","Single","No"
92465,"Male",72,"Some College","Divorced","No"
92469,"Female",80,"High School","Divorced","No"
92470,"Female",52,"High School","Single","No"
92472,"Male",59,"High School","Married","No"
92473,"Male",31,"College Grad","Married","No"
92475,"Female",49,"Some College","Married","No"
92476,"Male",27,"Some College","Single","No"
92478,"Female",20,"Some College","Single","No"
92480,"Male",46,"High School","Single","No"
92482,"Female",62,"Less than High School","Divorced","No"
92485,"Female",30,"Less than High School","Married","No"
92486,"Male",40,"College Grad","Married","No"
92487,"Male",69,"College Grad","Married","No"
92491,"Male",74,"College Grad","Married","No"
92494,"Female",80,"High School","Married","No"
92495,"Male",63,"Some College","Married","No"
92497,"Female",29,"Less than High School","Married","No"
92499,"Female",79,"Some College","Widowed","No"
92500,"Female",56,"College Grad","Married","No"
92503,"Male",36,"Less than High School","Single","No"
92504,"Male",40,"College Grad","Married","No"
92505,"Female",48,"Less than High School","Single","No"
92506,"Female",34,"Less than High School","Married","No"
92507,"Male",80,"Less than High School","Divorced","No"
92508,"Male",27,"College Grad","Single","No"
92510,"Female",33,"Some College","Married","No"
92511,"Male",33,"Less than High School","Married","No"
92512,"Male",36,"Less than High School","Married","No"
92513,"Male",65,"High School","Married","No"
92515,"Male",80,"College Grad","Married","No"
92521,"Female",29,"Some College","Single","No"
92522,"Female",80,"Less than High School","Married","No"
92524,"Female",54,"High School","Divorced","No"
92526,"Female",22,"College Grad","Single","No"
92527,"Female",55,"High School","Married","No"
92529,"Male",55,"Some College","Single","No"
92530,"Female",70,"Some College","Divorced","No"
92531,"Male",80,"Some College","Married","No"
92532,"Male",55,"Less than High School","Married","No"
92533,"Female",52,"Less than High School","Living Partner","No"
92535,"Male",62,"High School","Married","No"
92536,"Female",25,"Some College","Single","No"
92538,"Male",26,"High School","Living Partner","No"
92539,"Female",61,"Some College","Widowed","No"
92540,"Female",50,"Some College","Divorced","No"
92541,"Male",40,"Some College","Married","No"
92542,"Female",36,"College Grad","Married","No"
92544,"Male",62,"High School","Divorced","No"
92545,"Female",31,"College Grad","Married","No"
92546,"Male",80,"High School","Married","No"
92548,"Male",58,"Less than High School","Married","No"
92551,"Female",25,"College Grad","Single","No"
92553,"Male",55,"Less than High School","Married","No"
92554,"Female",56,"College Grad","Married","No"
92555,"Female",37,"Less than High School","Separated","No"
92556,"Male",30,"Less than High School","Single","No"
92557,"Male",71,"Less than High School","Married","No"
92559,"Male",41,"Less than High School","Married","No"
92561,"Male",79,"Less than High School","Married","No"
92562,"Female",51,"College Grad","Divorced","No"
92564,"Male",31,"College Grad","Living Partner","No"
92566,"Female",27,"Some College","Married","No"
92567,"Female",51,"Less than High School","Single","No"
92568,"Female",55,"Less than High School","Married","No"
92569,"Male",39,"Less than High School","Married","No"
92570,"Male",24,"High School","Single","No"
92572,"Male",31,"College Grad","Single","No"
92573,"Female",42,"Less than High School","Separated","No"
92574,"Female",80,"College Grad","Married","No"
92579,"Male",63,"Less than High School","Married","No"
92584,"Male",39,"Less than High School","Living Partner","No"
92586,"Female",36,"Some College","Living Partner","No"
92587,"Female",70,"College Grad","Divorced","No"
92588,"Male",80,"High School","Married","No"
92593,"Female",51,"Some College","Single","No"
92595,"Female",80,"Some College","Widowed","No"
92598,"Female",64,"Less than High School","Single","No"
92602,"Female",79,"High School","Married","No"
92603,"Male",70,"Some College","Married","No"
92605,"Male",21,"Some College","Single","No"
92608,"Male",24,"Less than High School","Married","No"
92609,"Male",60,"Less than High School","Married","No"
92610,"Male",26,"Some College","Married","No"
92613,"Male",80,"Less than High School","Widowed","No"
92614,"Male",43,"Some College","Living Partner","No"
92615,"Male",34,"College Grad","Married","No"
92617,"Male",80,"Some College","Widowed","No"
92620,"Male",37,"High School","Married","No"
92622,"Female",69,"Some College","Widowed","No"
92623,"Female",67,"Less than High School","Married","No"
92624,"Female",23,"Less than High School","Single","No"
92625,"Female",38,"Some College","Married","No"
92628,"Male",68,"Less than High School","Married","No"
92631,"Female",80,"Some College","Widowed","No"
92633,"Female",34,"College Grad","Married","No"
92634,"Female",23,"College Grad","Single","No"
92636,"Female",80,"High School","Widowed","No"
92641,"Female",56,"High School","Married","No"
92642,"Female",34,"Some College","Married","No"
92644,"Male",51,"Less than High School","Married","No"
92645,"Female",60,"College Grad","Married","No"
92647,"Female",65,"Less than High School","Married","No"
92648,"Male",56,"Some College","Separated","No"
92649,"Male",78,"Some College","Married","No"
92651,"Female",33,"Less than High School","Living Partner","No"
92654,"Male",49,"Some College","Widowed","No"
92656,"Male",30,"High School","Living Partner","No"
92657,"Female",24,"Less than High School","Living Partner","No"
92659,"Female",60,"College Grad","Married","No"
92661,"Female",80,"Less than High School","Widowed","No"
92662,"Female",59,"College Grad","Married","No"
92663,"Female",37,"College Grad","Married","No"
92664,"Male",54,"High School","Single","No"
92667,"Female",60,"College Grad","Married","No"
92668,"Female",45,"College Grad","Married","No"
92670,"Female",42,"College Grad","Married","No"
92674,"Female",45,"High School","Married","No"
92675,"Female",30,"Some College","Married","No"
92676,"Male",42,"College Grad","Married","No"
92677,"Male",34,"High School","Living Partner","No"
92681,"Female",25,"College Grad","Single","No"
92684,"Female",34,"Some College","Single","No"
92686,"Male",73,"Less than High School","Single","No"
92687,"Female",38,"College Grad","Married","No"
92688,"Male",33,"College Grad","Single","No"
92689,"Male",44,"High School","Married","No"
92690,"Female",61,"College Grad","Divorced","No"
92692,"Male",34,"Some College","Living Partner","No"
92694,"Male",56,"College Grad","Divorced","No"
92695,"Female",21,"Some College","Single","Yes"
92696,"Male",55,"High School","Married","No"
92697,"Male",53,"Some College","Married","No"
92698,"Male",49,"College Grad","Divorced","No"
92699,"Male",38,"College Grad","Single","No"
92700,"Female",73,"Less than High School","Married","No"
92702,"Male",46,"Some College","Married","No"
92703,"Female",51,"Less than High School","Divorced","No"
92704,"Male",43,"High School","Single","No"
92706,"Female",26,"High School","Married","No"
92709,"Male",76,"College Grad","Divorced","No"
92714,"Male",65,"College Grad","Married","No"
92716,"Male",67,"Less than High School","Divorced","No"
92717,"Female",22,"High School","Single","No"
92719,"Male",36,"College Grad","Single","No"
92720,"Female",61,"College Grad","Married","No"
92722,"Male",24,"High School","Single","No"
92724,"Male",31,"High School","Single","No"
92725,"Male",38,"High School","Married","No"
92726,"Male",64,"High School","Divorced","No"
92728,"Male",80,"College Grad","Married","No"
92730,"Male",40,"Less than High School","Married","No"
92731,"Male",57,"High School","Divorced","No"
92735,"Female",34,"High School","Married","No"
92738,"Male",72,"Less than High School","Divorced","No"
92741,"Female",27,"College Grad","Single","No"
92742,"Female",22,"Some College","Single","No"
92743,"Female",54,"College Grad","Married","No"
92744,"Male",63,"Some College","Married","No"
92745,"Female",23,"Some College","Married","No"
92746,"Male",80,"College Grad","Widowed","No"
92748,"Female",41,"Some College","Separated","No"
92750,"Female",53,"Less than High School","Widowed","No"
92751,"Male",57,"Less than High School","Married","No"
92752,"Female",54,"High School","Living Partner","No"
92753,"Male",41,"Some College","Married","No"
92757,"Female",46,"College Grad","Divorced","No"
92758,"Female",57,"Less than High School","Married","No"
92761,"Female",26,"Some College","Single","No"
92762,"Female",47,"College Grad","Married","No"
92764,"Male",48,"College Grad","Married","No"
92767,"Female",41,"Less than High School","Married","No"
92768,"Female",34,"Less than High School","Single","No"
92769,"Female",47,"Some College","Single","No"
92772,"Female",40,"High School","Married","No"
92773,"Female",26,"High School","Married","No"
92774,"Male",40,"Some College","Living Partner","No"
92775,"Female",53,"College Grad","Divorced","No"
92777,"Male",47,"Less than High School","Married","No"
92779,"Female",72,"Some College","Widowed","No"
92782,"Female",60,"Less than High School","Living Partner","No"
92784,"Female",23,"Some College","Single","No"
92785,"Male",25,"College Grad","Single","No"
92787,"Male",48,"High School","Divorced","No"
92788,"Female",31,"High School","Married","No"
92789,"Male",57,"Less than High School","Married","No"
92790,"Female",26,"Some College","Single","No"
92792,"Male",71,"College Grad","Married","No"
92793,"Male",28,"Some College","Married","No"
92795,"Male",37,"College Grad","Married","No"
92797,"Male",57,"College Grad","Single","No"
92802,"Female",38,"Some College","Married","No"
92804,"Female",37,"Some College","Married","No"
92805,"Male",53,"High School","Married","No"
92808,"Male",34,"Less than High School","Married","No"
92812,"Female",37,"Some College","Married","No"
92814,"Female",56,"Some College","Divorced","No"
92815,"Female",22,"High School","Living Partner","No"
92817,"Female",70,"Less than High School","Married","No"
92818,"Male",32,"High School","Living Partner","No"
92819,"Male",44,"High School","Married","No"
92820,"Male",31,"Some College","Married","No"
92821,"Female",72,"College Grad","Divorced","No"
92822,"Male",34,"Less than High School","Married","No"
92823,"Female",34,"College Grad","Married","Yes"
92824,"Female",60,"Less than High School","Married","No"
92825,"Female",31,"Less than High School","Single","No"
92827,"Female",37,"High School","Single","No"
92828,"Male",60,"Less than High School","Married","No"
92829,"Male",45,"Some College","Married","No"
92831,"Male",61,"Less than High School","Divorced","No"
92832,"Female",80,"Less than High School","Widowed","No"
92835,"Male",31,"Some College","Single","No"
92838,"Female",47,"High School","Married","No"
92839,"Female",60,"Some College","Married","No"
92840,"Male",35,"College Grad","Living Partner","No"
92841,"Male",42,"Less than High School","Married","No"
92842,"Female",31,"College Grad","Single","No"
92846,"Female",23,"High School","Single","No"
92847,"Male",26,"Some College","Living Partner","No"
92848,"Female",65,"Some College","Living Partner","No"
92849,"Female",57,"College Grad","Married","No"
92850,"Male",58,"College Grad","Married","No"
92851,"Male",69,"Less than High School","Married","No"
92854,"Female",57,"Some College","Married","No"
92856,"Female",27,"College Grad","Married","No"
92857,"Female",48,"Less than High School","Single","No"
92858,"Female",31,"Some College","Living Partner","No"
92859,"Female",69,"Some College","Widowed","No"
92861,"Female",36,"Some College","Divorced","No"
92868,"Male",56,"Less than High School","Living Partner","No"
92869,"Male",26,"Some College","Married","No"
92871,"Female",23,"College Grad","Single","No"
92872,"Female",55,"Some College","Living Partner","No"
92874,"Male",45,"Some College","Married","No"
92876,"Male",62,"High School","Living Partner","No"
92878,"Female",63,"High School","Divorced","No"
92880,"Male",38,"High School","Married","No"
92881,"Female",54,"Less than High School","Married","No"
92882,"Male",66,"High School","Married","No"
92883,"Male",63,"College Grad","Married","No"
92884,"Male",70,"Less than High School","Living Partner","No"
92885,"Male",23,"Some College","Single","No"
92887,"Male",78,"Less than High School","Single","No"
92889,"Male",27,"Some College","Married","No"
92890,"Male",33,"Some College","Single","No"
92891,"Female",49,"College Grad","Married","No"
92893,"Female",66,"Some College","Divorced","No"
92894,"Male",26,"Some College","Single","No"
92895,"Male",52,"High School","Married","No"
92896,"Male",67,"Less than High School","Married","No"
92897,"Male",60,"College Grad","Married","No"
92898,"Male",42,"Some College","Living Partner","No"
92899,"Female",73,"College Grad","Divorced","No"
92900,"Male",64,"Less than High School","Married","No"
92901,"Female",54,"Less than High School","Separated","No"
92903,"Female",68,"College Grad","Married","No"
92904,"Female",34,"Less than High School","Single","Yes"
92905,"Male",34,"High School","Married","No"
92907,"Female",74,"College Grad","Married","No"
92908,"Female",80,"High School","Divorced","No"
92909,"Male",31,"College Grad","Married","No"
92911,"Female",51,"College Grad","Single","No"
92912,"Male",52,"High School","Married","No"
92914,"Female",65,"College Grad","Living Partner","No"
92915,"Male",45,"College Grad","Married","No"
92918,"Female",51,"College Grad","Married","No"
92920,"Female",80,"College Grad","Married","No"
92921,"Female",55,"Some College","Widowed","No"
92922,"Female",30,"Less than High School","Single","No"
92923,"Male",29,"Some College","Living Partner","No"
92924,"Male",35,"Less than High School","Married","No"
92926,"Male",40,"High School","Married","No"
92929,"Female",50,"College Grad","Single","No"
92930,"Male",29,"College Grad","Married","No"
92936,"Female",61,"Some College","Married","No"
92938,"Female",30,"College Grad","Married","No"
92939,"Female",80,"High School","Married","No"
92941,"Male",33,"Some College","Married","No"
92942,"Male",43,"College Grad","Living Partner","No"
92946,"Female",79,"High School","Widowed","No"
92950,"Female",52,"College Grad","Married","No"
92951,"Male",44,"High School","Married","No"
92952,"Male",72,"College Grad","Divorced","No"
92953,"Female",80,"Less than High School","Widowed","No"
92954,"Male",67,"College Grad","Living Partner","No"
92955,"Female",74,"Less than High School","Widowed","No"
92957,"Female",24,"College Grad","Single","No"
92959,"Male",58,"High School","Married","No"
92960,"Male",75,"High School","Widowed","No"
92961,"Female",75,"Some College","Divorced","No"
92964,"Male",46,"College Grad","Married","No"
92967,"Male",52,"Less than High School","Married","No"
92969,"Female",80,"Less than High School","Divorced","No"
92970,"Female",25,"Some College","Married","No"
92971,"Male",52,"High School","Married","No"
92974,"Male",80,"Less than High School","Married","No"
92977,"Female",38,"Some College","Single","No"
92978,"Male",64,"College Grad","Married","No"
92981,"Female",68,"Less than High School","Married","No"
92984,"Female",64,"High School","Married","No"
92985,"Female",22,"Some College","Single","No"
92986,"Male",23,"Some College","Living Partner","No"
92987,"Male",40,"High School","Single","No"
92988,"Female",51,"Some College","Married","No"
92989,"Male",65,"Less than High School","Married","No"
92990,"Male",74,"Less than High School","Widowed","No"
92992,"Male",23,"High School","Living Partner","No"
92993,"Male",70,"Some College","Married","No"
92994,"Male",32,"College Grad","Married","No"
92995,"Male",54,"College Grad","Married","No"
92997,"Male",40,"High School","Living Partner","No"
92998,"Female",39,"Some College","Married","No"
93000,"Female",80,"College Grad","Married","No"
93001,"Female",74,"Some College","Widowed","No"
93002,"Female",30,"College Grad","Living Partner","No"
93003,"Female",72,"Less than High School","Married","No"
93004,"Male",60,"Less than High School","Married","No"
93005,"Male",79,"College Grad","Married","No"
93007,"Male",23,"College Grad","Single","No"
93008,"Male",53,"High School","Married","No"
93010,"Female",63,"Some College","Divorced","No"
93011,"Male",61,"Less than High School","Separated","No"
93012,"Male",27,"Less than High School","Living Partner","No"
93013,"Male",80,"Less than High School","Married","No"
93014,"Male",22,"Some College","Married","No"
93015,"Female",53,"Some College","Married","No"
93016,"Female",51,"College Grad","Married","No"
93017,"Female",52,"High School","Married","No"
93018,"Female",75,"Some College","Widowed","No"
93022,"Male",32,"Some College","Married","No"
93023,"Male",49,"Some College","Married","No"
93024,"Female",40,"College Grad","Married","No"
93027,"Female",22,"College Grad","Single","No"
93028,"Male",61,"College Grad","Married","No"
93030,"Female",42,"College Grad","Married","No"
93034,"Female",36,"High School","Married","No"
93036,"Male",52,"Some College","Married","No"
93039,"Female",49,"Less than High School","Separated","No"
93040,"Male",67,"Less than High School","Divorced","No"
93042,"Male",35,"College Grad","Married","No"
93043,"Female",67,"College Grad","Married","No"
93044,"Male",41,"Some College","Married","No"
93048,"Male",46,"High School","Married","No"
93049,"Male",59,"High School","Married","No"
93050,"Female",20,"Some College","Single","No"
93051,"Male",74,"College Grad","Single","No"
93052,"Female",55,"Less than High School","Married","No"
93053,"Female",69,"Less than High School","Married","No"
93054,"Male",49,"Less than High School","Divorced","No"
93055,"Male",80,"High School","Divorced","No"
93057,"Male",43,"High School","Single","No"
93063,"Male",42,"High School","Single","No"
93068,"Male",59,"College Grad","Separated","No"
93069,"Male",73,"Some College","Married","No"
93070,"Female",56,"College Grad","Divorced","No"
93072,"Female",55,"College Grad","Married","No"
93073,"Female",33,"College Grad","Married","No"
93074,"Female",44,"College Grad","Widowed","No"
93075,"Female",49,"College Grad","Divorced","No"
93076,"Male",35,"Some College","Married","No"
93077,"Male",50,"Some College","Married","No"
93078,"Female",49,"Some College","Married","No"
93081,"Male",54,"Some College","Married","No"
93083,"Male",30,"College Grad","Single","No"
93085,"Male",56,"College Grad","Married","No"
93086,"Female",48,"College Grad","Married","No"
93087,"Female",64,"College Grad","Widowed","No"
93088,"Male",22,"High School","Single","No"
93091,"Female",62,"Some College","Married","No"
93092,"Male",28,"College Grad","Single","No"
93093,"Female",45,"Some College","Married","No"
93094,"Male",56,"Less than High School","Single","No"
93095,"Male",34,"High School","Married","No"
93097,"Male",28,"High School","Single","No"
93098,"Female",30,"College Grad","Single","No"
93099,"Male",59,"Less than High School","Married","No"
93100,"Female",56,"Less than High School","Married","No"
93101,"Male",36,"Some College","Married","No"
93106,"Female",40,"High School","Divorced","Yes"
93107,"Male",79,"Less than High School","Divorced","No"
93109,"Male",67,"Less than High School","Single","No"
93111,"Female",63,"Less than High School","Single","No"
93113,"Female",56,"High School","Widowed","No"
93114,"Male",41,"College Grad","Married","No"
93115,"Female",28,"Less than High School","Living Partner","No"
93116,"Female",47,"Some College","Living Partner","No"
93120,"Female",30,"College Grad","Single","No"
93121,"Male",27,"Some College","Living Partner","No"
93122,"Male",58,"Some College","Single","No"
93123,"Female",30,"College Grad","Living Partner","No"
93124,"Female",71,"Less than High School","Widowed","No"
93127,"Female",52,"Some College","Married","No"
93128,"Male",23,"Some College","Living Partner","No"
93130,"Female",63,"College Grad","Single","No"
93131,"Female",66,"Some College","Married","No"
93134,"Male",56,"High School","Married","No"
93137,"Male",35,"College Grad","Married","No"
93139,"Male",74,"College Grad","Married","No"
93140,"Male",20,"High School","Single","No"
93141,"Male",46,"College Grad","Married","No"
93142,"Female",64,"Less than High School","Divorced","No"
93143,"Male",68,"High School","Single","No"
93145,"Male",76,"Some College","Married","No"
93146,"Male",74,"Less than High School","Divorced","No"
93149,"Male",38,"Some College","Married","No"
93153,"Female",62,"Some College","Divorced","No"
93154,"Female",61,"Less than High School","Married","No"
93157,"Female",51,"Some College","Married","No"
93161,"Female",27,"College Grad","Married","No"
93168,"Male",64,"Less than High School","Single","No"
93169,"Female",27,"College Grad","Living Partner","No"
93171,"Male",33,"College Grad","Married","No"
93173,"Female",62,"College Grad","Single","No"
93174,"Female",23,"Some College","Living Partner","No"
93175,"Female",72,"Less than High School","Single","No"
93176,"Female",34,"College Grad","Married","No"
93178,"Female",20,"Some College","Single","No"
93180,"Male",37,"Some College","Divorced","No"
93181,"Female",46,"High School","Single","No"
93183,"Male",28,"College Grad","Single","No"
93185,"Female",44,"Some College","Married","No"
93186,"Female",38,"Some College","Living Partner","Yes"
93189,"Female",47,"Less than High School","Married","No"
93191,"Female",80,"Less than High School","Widowed","No"
93192,"Male",48,"Some College","Married","No"
93196,"Female",56,"Some College","Single","No"
93200,"Female",64,"College Grad","Married","No"
93201,"Male",33,"College Grad","Married","No"
93202,"Female",52,"Some College","Divorced","No"
93203,"Male",80,"College Grad","Married","No"
93205,"Male",20,"High School","Single","No"
93206,"Female",44,"Some College","Living Partner","No"
93208,"Female",59,"High School","Married","No"
93209,"Female",60,"High School","Married","No"
93210,"Female",55,"Some College","Single","No"
93211,"Male",29,"High School","Married","No"
93212,"Female",69,"Less than High School","Married","No"
93213,"Female",32,"Less than High School","Single","No"
93214,"Female",31,"High School","Divorced","No"
93215,"Female",20,"Some College","Single","No"
93217,"Female",73,"Some College","Single","No"
93220,"Male",76,"College Grad","Married","No"
93222,"Female",22,"High School","Single","No"
93223,"Male",34,"High School","Married","No"
93232,"Female",80,"Less than High School","Widowed","No"
93235,"Female",51,"Some College","Married","No"
93238,"Female",69,"Some College","Living Partner","No"
93239,"Female",24,"High School","Living Partner","No"
93240,"Female",31,"Less than High School","Single","No"
93241,"Male",21,"Less than High School","Living Partner","No"
93242,"Female",46,"High School","Divorced","No"
93244,"Female",37,"College Grad","Single","No"
93245,"Female",63,"Some College","Married","No"
93247,"Male",28,"High School","Single","No"
93249,"Male",37,"Less than High School","Living Partner","No"
93251,"Male",70,"High School","Married","No"
93252,"Female",48,"High School","Married","No"
93256,"Male",27,"Some College","Living Partner","No"
93258,"Female",80,"Less than High School","Widowed","No"
93260,"Female",51,"High School","Married","No"
93261,"Female",24,"College Grad","Single","No"
93263,"Male",40,"College Grad","Married","No"
93265,"Male",56,"High School","Divorced","No"
93266,"Female",46,"Less than High School","Married","No"
93267,"Female",35,"College Grad","Married","No"
93268,"Female",73,"High School","Divorced","No"
93270,"Female",67,"Some College","Divorced","No"
93272,"Female",62,"Some College","Divorced","No"
93273,"Male",53,"High School","Married","No"
93274,"Female",23,"Some College","Living Partner","No"
93275,"Female",40,"College Grad","Single","No"
93276,"Female",75,"College Grad","Divorced","No"
93277,"Female",40,"Less than High School","Married","No"
93278,"Male",32,"College Grad","Single","No"
93279,"Female",46,"Some College","Single","No"
93281,"Male",80,"Some College","Married","No"
93282,"Male",47,"Less than High School","Married","No"
93283,"Female",76,"High School","Divorced","No"
93284,"Male",71,"College Grad","Separated","No"
93285,"Female",66,"Some College","Married","No"
93286,"Female",56,"Some College","Widowed","No"
93290,"Male",77,"Less than High School","Widowed","No"
93291,"Female",24,"Some College","Single","No"
93296,"Male",73,"Less than High School","Married","No"
93297,"Female",39,"Some College","Married","Yes"
93303,"Male",63,"Less than High School","Divorced","No"
93304,"Male",76,"Less than High School","Married","No"
93305,"Female",25,"Some College","Living Partner","No"
93306,"Female",43,"Some College","Married","No"
93307,"Male",31,"College Grad","Single","No"
93308,"Female",80,"Less than High School","Married","No"
93310,"Male",57,"High School","Divorced","No"
93311,"Male",76,"High School","Married","No"
93312,"Male",75,"Some College","Married","No"
93313,"Male",25,"College Grad","Married","No"
93318,"Female",80,"High School","Widowed","No"
93321,"Male",21,"Less than High School","Separated","No"
93322,"Female",23,"Some College","Single","No"
93324,"Male",33,"College Grad","Living Partner","No"
93325,"Female",28,"Some College","Living Partner","No"
93326,"Male",66,"High School","Married","No"
93327,"Female",75,"Less than High School","Widowed","No"
93328,"Male",34,"College Grad","Married","No"
93330,"Female",30,"Some College","Married","No"
93333,"Female",43,"High School","Married","No"
93334,"Male",53,"High School","Separated","No"
93336,"Male",25,"Some College","Single","No"
93337,"Male",75,"College Grad","Divorced","No"
93338,"Male",50,"College Grad","Single","No"
93340,"Female",66,"Less than High School","Divorced","No"
93342,"Male",23,"High School","Living Partner","No"
93345,"Female",36,"College Grad","Single","No"
93347,"Male",28,"College Grad","Single","No"
93348,"Female",75,"College Grad","Widowed","No"
93351,"Male",27,"College Grad","Separated","No"
93352,"Female",40,"College Grad","Married","No"
93353,"Female",61,"College Grad","Living Partner","No"
93354,"Female",64,"Some College","Single","No"
93355,"Male",69,"College Grad","Married","No"
93356,"Male",35,"Less than High School","Married","No"
93360,"Female",62,"College Grad","Married","No"
93363,"Male",35,"College Grad","Divorced","No"
93364,"Female",69,"College Grad","Married","No"
93365,"Female",26,"Some College","Living Partner","No"
93366,"Male",74,"Some College","Married","No"
93367,"Male",38,"Some College","Married","No"
93368,"Female",35,"Some College","Single","No"
93370,"Male",30,"Some College","Married","No"
93371,"Female",73,"Some College","Separated","No"
93373,"Male",44,"High School","Divorced","No"
93374,"Female",50,"College Grad","Married","No"
93375,"Female",36,"Less than High School","Separated","No"
93381,"Female",47,"Less than High School","Married","No"
93385,"Female",42,"College Grad","Married","No"
93386,"Female",50,"Some College","Divorced","No"
93390,"Male",60,"Less than High School","Married","No"
93391,"Female",69,"Less than High School","Married","No"
93392,"Female",26,"Some College","Married","No"
93395,"Male",72,"Some College","Married","No"
93399,"Female",59,"College Grad","Married","No"
93405,"Male",61,"Less than High School","Married","No"
93407,"Male",60,"High School","Married","No"
93410,"Female",77,"High School","Widowed","No"
93413,"Female",57,"College Grad","Married","No"
93415,"Male",27,"Less than High School","Living Partner","No"
93417,"Female",51,"Some College","Divorced","No"
93420,"Male",22,"College Grad","Single","No"
93421,"Female",80,"Less than High School","Widowed","No"
93426,"Female",43,"College Grad","Married","No"
93427,"Male",28,"Some College","Living Partner","No"
93428,"Female",30,"Less than High School","Single","No"
93429,"Female",26,"High School","Single","No"
93430,"Female",26,"Some College","Single","No"
93431,"Female",54,"Less than High School","Widowed","No"
93433,"Male",71,"Less than High School","Married","No"
93434,"Female",36,"High School","Single","No"
93435,"Male",71,"College Grad","Married","No"
93436,"Female",52,"High School","Married","No"
93437,"Male",52,"College Grad","Married","No"
93438,"Female",51,"Less than High School","Separated","No"
93441,"Male",80,"Some College","Divorced","No"
93442,"Male",80,"High School","Widowed","No"
93443,"Male",73,"Some College","Married","No"
93445,"Male",38,"Some College","Married","No"
93447,"Male",36,"College Grad","Single","No"
93449,"Male",56,"College Grad","Married","No"
