location,date,vaccine,total_vaccinations
Hong Kong,2023-07-05,Pfizer/BioNTech,11939837
Hong Kong,2023-07-05,Sinovac,8886959
Hong Kong,2023-07-06,Pfizer/BioNTech,11940213
Hong Kong,2023-07-06,Sinovac,8887183
Hong Kong,2023-07-07,Pfizer/BioNTech,11940572
Hong Kong,2023-07-07,Sinovac,8887436
Hong Kong,2023-07-08,Pfizer/BioNTech,11940834
Hong Kong,2023-07-08,Sinovac,8887556
Hong Kong,2023-07-10,Pfizer/BioNTech,11941282
Hong Kong,2023-07-10,Sinovac,8887776
Hong Kong,2023-07-11,Pfizer/BioNTech,11941618
Hong Kong,2023-07-11,Sinovac,8888032
Hong Kong,2023-07-12,Pfizer/BioNTech,11941921
Hong Kong,2023-07-12,Sinovac,8888295
Hong Kong,2023-07-13,Pfizer/BioNTech,11942256
Hong Kong,2023-07-13,Sinovac,8888517
Hong Kong,2023-07-14,Pfizer/BioNTech,11942601
Hong Kong,2023-07-14,Sinovac,8888695
Hong Kong,2023-07-15,Pfizer/BioNTech,11942826
Hong Kong,2023-07-15,Sinovac,8888795
Hong Kong,2023-07-19,Pfizer/BioNTech,11943442
Hong Kong,2023-07-19,Sinovac,8889256
Hong Kong,2023-07-20,Pfizer/BioNTech,11943740
Hong Kong,2023-07-20,Sinovac,8889535
Hong Kong,2023-07-21,Pfizer/BioNTech,11944038
Hong Kong,2023-07-21,Sinovac,8889862
Hong Kong,2023-07-22,Pfizer/BioNTech,11944196
Hong Kong,2023-07-22,Sinovac,8889958
Hong Kong,2023-07-24,Pfizer/BioNTech,11944516
Hong Kong,2023-07-24,Sinovac,8890242
Hong Kong,2023-07-25,Pfizer/BioNTech,11944755
Hong Kong,2023-07-25,Sinovac,8890559
Hong Kong,2023-07-26,Pfizer/BioNTech,11944959
Hong Kong,2023-07-26,Sinovac,8890808
Hong Kong,2023-07-27,Pfizer/BioNTech,11945190
Hong Kong,2023-07-27,Sinovac,8890972
Hong Kong,2023-07-28,Pfizer/BioNTech,11945402
Hong Kong,2023-07-28,Sinovac,8891257
Hong Kong,2023-07-31,Pfizer/BioNTech,11945765
Hong Kong,2023-07-31,Sinovac,8891514
Hong Kong,2023-08-01,Pfizer/BioNTech,11945962
Hong Kong,2023-08-01,Sinovac,8891742
Hong Kong,2023-08-02,Pfizer/BioNTech,11946153
Hong Kong,2023-08-02,Sinovac,8891915
Hong Kong,2023-08-03,Pfizer/BioNTech,11946432
Hong Kong,2023-08-03,Sinovac,8892249
Hong Kong,2023-08-04,Pfizer/BioNTech,11946605
Hong Kong,2023-08-04,Sinovac,8892418
Hong Kong,2023-08-05,Pfizer/BioNTech,11946732
Hong Kong,2023-08-05,Sinovac,8892485
Hong Kong,2023-08-08,Pfizer/BioNTech,11947156
Hong Kong,2023-08-08,Sinovac,8892879
Hong Kong,2023-08-10,Pfizer/BioNTech,11947539
Hong Kong,2023-08-10,Sinovac,8893156
Hong Kong,2023-08-11,Pfizer/BioNTech,11947755
Hong Kong,2023-08-11,Sinovac,8893411
Hong Kong,2023-08-12,Pfizer/BioNTech,11947884
Hong Kong,2023-08-12,Sinovac,8893503
Hong Kong,2023-08-16,Pfizer/BioNTech,11948642
Hong Kong,2023-08-16,Sinovac,8894001
Hong Kong,2023-08-19,Pfizer/BioNTech,11949173
Hong Kong,2023-08-19,Sinovac,8894438
Hong Kong,2023-08-21,Pfizer/BioNTech,11949377
Hong Kong,2023-08-21,Sinovac,8894624
Hong Kong,2023-08-22,Pfizer/BioNTech,11949576
Hong Kong,2023-08-22,Sinovac,8894820
Hong Kong,2023-08-23,Pfizer/BioNTech,11949764
Hong Kong,2023-08-23,Sinovac,8895000
Hong Kong,2023-08-24,Pfizer/BioNTech,11949983
Hong Kong,2023-08-24,Sinovac,8895294
Hong Kong,2023-08-25,Pfizer/BioNTech,11950135
Hong Kong,2023-08-25,Sinovac,8895447
Hong Kong,2023-08-26,Pfizer/BioNTech,11950254
Hong Kong,2023-08-26,Sinovac,8895495
Hong Kong,2023-08-28,Pfizer/BioNTech,11950425
Hong Kong,2023-08-28,Sinovac,8895686
Hong Kong,2023-08-29,Pfizer/BioNTech,11950593
Hong Kong,2023-08-29,Sinovac,8895847
Hong Kong,2023-08-30,Pfizer/BioNTech,11950751
Hong Kong,2023-08-30,Sinovac,8895992
Hong Kong,2023-08-31,Pfizer/BioNTech,11950933
Hong Kong,2023-08-31,Sinovac,8896229
Hong Kong,2023-09-05,Pfizer/BioNTech,11951288
Hong Kong,2023-09-05,Sinovac,8896520
Hong Kong,2023-09-11,Pfizer/BioNTech,11952119
Hong Kong,2023-09-11,Sinovac,8897130
Hong Kong,2023-09-12,Pfizer/BioNTech,11952337
Hong Kong,2023-09-12,Sinovac,8897336
Hong Kong,2023-09-16,Pfizer/BioNTech,11953085
Hong Kong,2023-09-16,Sinovac,8897789
Hong Kong,2023-09-18,Pfizer/BioNTech,11953270
Hong Kong,2023-09-18,Sinovac,8897946
Hong Kong,2023-09-28,Pfizer/BioNTech,11955011
Hong Kong,2023-09-28,Sinovac,8899504
Hong Kong,2023-10-07,Pfizer/BioNTech,11956626
Hong Kong,2023-10-07,Sinovac,8901182
Hong Kong,2023-10-17,Pfizer/BioNTech,11959106
Hong Kong,2023-10-17,Sinovac,8904586
Hong Kong,2023-10-19,Pfizer/BioNTech,11959969
Hong Kong,2023-10-19,Sinovac,8905604
Hong Kong,2023-10-20,Pfizer/BioNTech,11960448
Hong Kong,2023-10-20,Sinovac,8906050
Hong Kong,2023-10-27,Pfizer/BioNTech,11963129
Hong Kong,2023-10-27,Sinovac,8909206
Hong Kong,2023-10-28,Pfizer/BioNTech,11963425
Hong Kong,2023-10-28,Sinovac,8909476
Hong Kong,2023-10-30,Pfizer/BioNTech,11963917
Hong Kong,2023-10-30,Sinovac,8910033
Hong Kong,2023-11-01,Pfizer/BioNTech,11964651
Hong Kong,2023-11-01,Sinovac,8910908
Hong Kong,2023-11-03,Pfizer/BioNTech,11965627
Hong Kong,2023-11-03,Sinovac,8911902
Hong Kong,2023-11-04,Pfizer/BioNTech,11965893
Hong Kong,2023-11-04,Sinovac,8912174
Hong Kong,2023-11-06,Pfizer/BioNTech,11966342
Hong Kong,2023-11-06,Sinovac,8912703
Hong Kong,2023-11-08,Pfizer/BioNTech,11967077
Hong Kong,2023-11-08,Sinovac,8913508
Hong Kong,2023-11-10,Pfizer/BioNTech,11967815
Hong Kong,2023-11-10,Sinovac,8914206
Hong Kong,2023-11-11,Pfizer/BioNTech,11968046
Hong Kong,2023-11-11,Sinovac,8914381
Hong Kong,2023-11-16,Pfizer/BioNTech,11969462
Hong Kong,2023-11-16,Sinovac,8915692
Hong Kong,2023-11-18,Pfizer/BioNTech,11969980
Hong Kong,2023-11-18,Sinovac,8916186
Hong Kong,2023-11-21,Pfizer/BioNTech,11970612
Hong Kong,2023-11-21,Sinovac,8916764
Hong Kong,2023-11-25,Pfizer/BioNTech,11971652
Hong Kong,2023-11-25,Sinovac,8917784
Hong Kong,2023-11-30,Pfizer/BioNTech,11972784
Hong Kong,2023-11-30,Sinovac,8918831
Hong Kong,2023-12-01,Pfizer/BioNTech,11973060
Hong Kong,2023-12-01,Sinovac,8919088
Hong Kong,2023-12-02,Pfizer/BioNTech,11973252
Hong Kong,2023-12-02,Sinovac,8919229
Hong Kong,2023-12-04,Pfizer/BioNTech,11973659
Hong Kong,2023-12-04,Sinovac,8919665
Hong Kong,2023-12-09,Pfizer/BioNTech,11975263
Hong Kong,2023-12-09,Sinovac,8921691
Hong Kong,2023-12-12,Pfizer/BioNTech,11976144
Hong Kong,2023-12-12,Sinovac,8922686
Hong Kong,2023-12-15,Pfizer/BioNTech,11979877
Hong Kong,2023-12-15,Sinovac,8924324
Hong Kong,2023-12-16,Pfizer/BioNTech,11980691
Hong Kong,2023-12-16,Sinovac,8924646
Hong Kong,2023-12-18,Pfizer/BioNTech,11982668
Hong Kong,2023-12-18,Sinovac,8925244
Hong Kong,2023-12-19,Pfizer/BioNTech,11984332
Hong Kong,2023-12-19,Sinovac,8925759
Hong Kong,2023-12-21,Pfizer/BioNTech,11987413
Hong Kong,2023-12-21,Sinovac,8926646
Hong Kong,2023-12-23,Pfizer/BioNTech,11989558
Hong Kong,2023-12-23,Sinovac,8927099
Hong Kong,2023-12-27,Pfizer/BioNTech,11991324
Hong Kong,2023-12-27,Sinovac,8927501
Hong Kong,2023-12-28,Pfizer/BioNTech,11993489
Hong Kong,2023-12-28,Sinovac,8928030
Hong Kong,2023-12-30,Pfizer/BioNTech,11996016
Hong Kong,2023-12-30,Sinovac,8928663
Hong Kong,2024-01-02,Pfizer/BioNTech,11997513
Hong Kong,2024-01-02,Sinovac,8929041
Hong Kong,2024-01-08,Pfizer/BioNTech,12005776
Hong Kong,2024-01-08,Sinovac,8932253
Hong Kong,2024-01-09,Pfizer/BioNTech,12007714
Hong Kong,2024-01-09,Sinovac,8932902
Hong Kong,2024-01-13,Pfizer/BioNTech,12013912
Hong Kong,2024-01-13,Sinovac,8935094
Hong Kong,2024-01-15,Pfizer/BioNTech,12015984
Hong Kong,2024-01-15,Sinovac,8935722
Hong Kong,2024-01-17,Pfizer/BioNTech,12018779
Hong Kong,2024-01-17,Sinovac,8936981
Hong Kong,2024-01-18,Pfizer/BioNTech,12021049
Hong Kong,2024-01-18,Sinovac,8937704
Hong Kong,2024-01-19,Pfizer/BioNTech,12022817
Hong Kong,2024-01-19,Sinovac,8938338
Hong Kong,2024-01-20,Pfizer/BioNTech,12023640
Hong Kong,2024-01-20,Sinovac,8938608
Hong Kong,2024-01-24,Pfizer/BioNTech,12026398
Hong Kong,2024-01-24,Sinovac,8940776
Hong Kong,2024-01-25,Pfizer/BioNTech,12026906
Hong Kong,2024-01-25,Sinovac,8941627
Hong Kong,2024-01-26,Pfizer/BioNTech,12027277
Hong Kong,2024-01-26,Sinovac,8942266
Hong Kong,2024-01-27,Pfizer/BioNTech,12027360
Hong Kong,2024-01-27,Sinovac,8942481
Hong Kong,2024-01-29,Pfizer/BioNTech,12027760
Hong Kong,2024-01-29,Sinovac,8943008
Hong Kong,2024-01-30,Pfizer/BioNTech,12027994
Hong Kong,2024-01-30,Sinovac,8943418
Hong Kong,2024-01-31,Pfizer/BioNTech,12028549
Hong Kong,2024-01-31,Sinovac,8944003
Hong Kong,2024-02-01,Pfizer/BioNTech,12029021
Hong Kong,2024-02-01,Sinovac,8944501
Hong Kong,2024-02-02,Pfizer/BioNTech,12029187
Hong Kong,2024-02-02,Sinovac,8945072
Hong Kong,2024-02-03,Pfizer/BioNTech,12029267
Hong Kong,2024-02-03,Sinovac,8945236
Hong Kong,2024-02-06,Pfizer/BioNTech,12029619
Hong Kong,2024-02-06,Sinovac,8945854
Hong Kong,2024-02-08,Pfizer/BioNTech,12030176
Hong Kong,2024-02-08,Sinovac,8946381
Hong Kong,2024-02-19,Pfizer/BioNTech,12030602
Hong Kong,2024-02-19,Sinovac,8947051
Hong Kong,2024-02-21,Pfizer/BioNTech,12031067
Hong Kong,2024-02-21,Sinovac,8947708
Hong Kong,2024-02-22,Pfizer/BioNTech,12031179
Hong Kong,2024-02-22,Sinovac,8947994
Hong Kong,2024-02-23,Pfizer/BioNTech,12031409
Hong Kong,2024-02-23,Sinovac,8948228
Hong Kong,2024-02-26,Pfizer/BioNTech,12031609
Hong Kong,2024-02-26,Sinovac,8948536
Hong Kong,2024-02-29,Pfizer/BioNTech,12032115
Hong Kong,2024-02-29,Sinovac,8949177
Hong Kong,2024-03-04,Pfizer/BioNTech,12032725
Hong Kong,2024-03-04,Sinovac,8949635
Hong Kong,2024-03-06,Pfizer/BioNTech,12033804
Hong Kong,2024-03-06,Sinovac,8950322
Hong Kong,2024-03-07,Pfizer/BioNTech,12034227
Hong Kong,2024-03-07,Sinovac,8950445
Hong Kong,2024-03-08,Pfizer/BioNTech,12035155
Hong Kong,2024-03-08,Sinovac,8950549
Hong Kong,2024-03-14,Pfizer/BioNTech,12038051
Hong Kong,2024-03-14,Sinovac,8951108
Hong Kong,2024-03-16,Pfizer/BioNTech,12039105
Hong Kong,2024-03-16,Sinovac,8951256
Hong Kong,2024-03-22,Pfizer/BioNTech,12042258
Hong Kong,2024-03-22,Sinovac,8952326
Hong Kong,2024-04-05,Pfizer/BioNTech,12045406
Hong Kong,2024-04-05,Sinovac,8953234
Hong Kong,2024-04-08,Pfizer/BioNTech,12045939
Hong Kong,2024-04-08,Sinovac,8953383
Hong Kong,2024-04-09,Pfizer/BioNTech,12046156
Hong Kong,2024-04-09,Sinovac,8953439
Hong Kong,2024-04-11,Pfizer/BioNTech,12046591
Hong Kong,2024-04-11,Sinovac,8953595
Hong Kong,2024-04-12,Pfizer/BioNTech,12046796
Hong Kong,2024-04-12,Sinovac,8953727
Hong Kong,2024-04-17,Pfizer/BioNTech,12047318
Hong Kong,2024-04-17,Sinovac,8954157
Hungary,2021-01-01,Pfizer/BioNTech,1095
Hungary,2021-01-08,Pfizer/BioNTech,71815
Hungary,2021-01-15,Moderna,3045
Hungary,2021-01-15,Pfizer/BioNTech,120515
Hungary,2021-01-22,Moderna,3110
Hungary,2021-01-22,Pfizer/BioNTech,153055
Hungary,2021-01-29,Moderna,3289
Hungary,2021-01-29,Pfizer/BioNTech,299730
Hungary,2021-02-05,Moderna,14413
Hungary,2021-02-05,Oxford/AstraZeneca,0
Hungary,2021-02-05,Pfizer/BioNTech,382360
Hungary,2021-02-05,Sputnik V,0
Hungary,2021-02-12,Moderna,17526
Hungary,2021-02-12,Oxford/AstraZeneca,20101
Hungary,2021-02-12,Pfizer/BioNTech,439830
Hungary,2021-02-12,Sputnik V,2385
Hungary,2021-02-19,Moderna,21249
Hungary,2021-02-19,Oxford/AstraZeneca,43574
Hungary,2021-02-19,Pfizer/BioNTech,577726
Hungary,2021-02-19,Sinopharm/Beijing,0
Hungary,2021-02-19,Sputnik V,18484
Hungary,2021-02-26,Moderna,22501
Hungary,2021-02-26,Oxford/AstraZeneca,85258
Hungary,2021-02-26,Pfizer/BioNTech,665513
Hungary,2021-02-26,Sinopharm/Beijing,162077
Hungary,2021-02-26,Sputnik V,19321
Hungary,2021-03-05,Moderna,59086
Hungary,2021-03-05,Oxford/AstraZeneca,101860
Hungary,2021-03-05,Pfizer/BioNTech,772330
Hungary,2021-03-05,Sinopharm/Beijing,368592
Hungary,2021-03-05,Sputnik V,22756
Hungary,2021-03-12,Moderna,74445
Hungary,2021-03-12,Oxford/AstraZeneca,239095
Hungary,2021-03-12,Pfizer/BioNTech,891614
Hungary,2021-03-12,Sinopharm/Beijing,492383
Hungary,2021-03-12,Sputnik V,54724
Hungary,2021-03-19,Moderna,79115
Hungary,2021-03-19,Oxford/AstraZeneca,298517
Hungary,2021-03-19,Pfizer/BioNTech,1054896
Hungary,2021-03-19,Sinopharm/Beijing,505062
Hungary,2021-03-19,Sputnik V,143314
Hungary,2021-03-26,Moderna,84172
Hungary,2021-03-26,Oxford/AstraZeneca,398166
Hungary,2021-03-26,Pfizer/BioNTech,1211790
Hungary,2021-03-26,Sinopharm/Beijing,687323
Hungary,2021-03-26,Sputnik V,233879
Hungary,2021-04-02,Moderna,149942
Hungary,2021-04-02,Oxford/AstraZeneca,427844
Hungary,2021-04-02,Pfizer/BioNTech,1428960
Hungary,2021-04-02,Sinopharm/Beijing,885907
Hungary,2021-04-02,Sputnik V,388391
Hungary,2021-04-09,Moderna,203839
Hungary,2021-04-09,Oxford/AstraZeneca,590675
Hungary,2021-04-09,Pfizer/BioNTech,1633326
Hungary,2021-04-09,Sinopharm/Beijing,1013005
Hungary,2021-04-09,Sputnik V,676266
Hungary,2021-04-16,Johnson&Johnson,0
Hungary,2021-04-16,Moderna,206499
Hungary,2021-04-16,Oxford/AstraZeneca,637425
Hungary,2021-04-16,Pfizer/BioNTech,1849226
Hungary,2021-04-16,Sinopharm/Beijing,1030350
Hungary,2021-04-16,Sputnik V,924750
Hungary,2021-04-23,Moderna,269215
Hungary,2021-04-23,Oxford/AstraZeneca,663482
Hungary,2021-04-23,Pfizer/BioNTech,2169616
Hungary,2021-04-23,Sinopharm/Beijing,1051731
Hungary,2021-04-23,Sputnik V,1097161
Hungary,2021-04-30,Moderna,314650
Hungary,2021-04-30,Oxford/AstraZeneca,669327
Hungary,2021-04-30,Pfizer/BioNTech,2445274
Hungary,2021-04-30,Sinopharm/Beijing,1391195
Hungary,2021-04-30,Sputnik V,1302893
Hungary,2021-05-07,Johnson&Johnson,3022
Hungary,2021-05-07,Moderna,358591
Hungary,2021-05-07,Oxford/AstraZeneca,718481
Hungary,2021-05-07,Pfizer/BioNTech,2693362
Hungary,2021-05-07,Sinopharm/Beijing,1464478
Hungary,2021-05-07,Sputnik V,1520581
Hungary,2021-05-14,Johnson&Johnson,20224
Hungary,2021-05-14,Moderna,400402
Hungary,2021-05-14,Oxford/AstraZeneca,756076
Hungary,2021-05-14,Pfizer/BioNTech,2988469
Hungary,2021-05-14,Sinopharm/Beijing,1515513
Hungary,2021-05-14,Sputnik V,1609566
Hungary,2021-05-21,Johnson&Johnson,48840
Hungary,2021-05-21,Moderna,487077
Hungary,2021-05-21,Oxford/AstraZeneca,780614
Hungary,2021-05-21,Pfizer/BioNTech,3416668
Hungary,2021-05-21,Sinopharm/Beijing,1556829
Hungary,2021-05-21,Sputnik V,1632758
Hungary,2021-05-28,Johnson&Johnson,61253
Hungary,2021-05-28,Moderna,522677
Hungary,2021-05-28,Oxford/AstraZeneca,809727
Hungary,2021-05-28,Pfizer/BioNTech,3677658
Hungary,2021-05-28,Sinopharm/Beijing,1852676
Hungary,2021-05-28,Sputnik V,1694187
Hungary,2021-06-04,Johnson&Johnson,74656
Hungary,2021-06-04,Moderna,543091
Hungary,2021-06-04,Oxford/AstraZeneca,923626
Hungary,2021-06-04,Pfizer/BioNTech,3873529
Hungary,2021-06-04,Sinopharm/Beijing,1932634
Hungary,2021-06-04,Sputnik V,1746818
Hungary,2021-06-11,Johnson&Johnson,84534
Hungary,2021-06-11,Moderna,588126
Hungary,2021-06-11,Oxford/AstraZeneca,974668
Hungary,2021-06-11,Pfizer/BioNTech,3968895
Hungary,2021-06-11,Sinopharm/Beijing,1988148
Hungary,2021-06-11,Sputnik V,1768262
Hungary,2021-06-18,Johnson&Johnson,91904
Hungary,2021-06-18,Moderna,619992
Hungary,2021-06-18,Oxford/AstraZeneca,1027690
Hungary,2021-06-18,Pfizer/BioNTech,4179422
Hungary,2021-06-18,Sinopharm/Beijing,2018784
Hungary,2021-06-18,Sputnik V,1778061
Hungary,2021-06-25,Johnson&Johnson,96881
Hungary,2021-06-25,Moderna,650048
Hungary,2021-06-25,Oxford/AstraZeneca,1066788
Hungary,2021-06-25,Pfizer/BioNTech,4483058
Hungary,2021-06-25,Sinopharm/Beijing,2035373
Hungary,2021-06-25,Sputnik V,1783131
Hungary,2021-07-02,Johnson&Johnson,99609
Hungary,2021-07-02,Moderna,663308
Hungary,2021-07-02,Oxford/AstraZeneca,1164012
Hungary,2021-07-02,Pfizer/BioNTech,4576235
Hungary,2021-07-02,Sinopharm/Beijing,2046334
Hungary,2021-07-02,Sputnik V,1786904
Hungary,2021-07-09,Johnson&Johnson,104340
Hungary,2021-07-09,Moderna,671489
Hungary,2021-07-09,Oxford/AstraZeneca,1194044
Hungary,2021-07-09,Pfizer/BioNTech,4680403
Hungary,2021-07-09,Sinopharm/Beijing,2055481
Hungary,2021-07-09,Sputnik V,1789966
Hungary,2021-07-16,Johnson&Johnson,110168
Hungary,2021-07-16,Moderna,675312
Hungary,2021-07-16,Oxford/AstraZeneca,1209269
Hungary,2021-07-16,Pfizer/BioNTech,4785476
Hungary,2021-07-16,Sinopharm/Beijing,2061652
Hungary,2021-07-16,Sputnik V,1791822
Hungary,2021-07-23,Johnson&Johnson,116247
Hungary,2021-07-23,Moderna,676977
Hungary,2021-07-23,Oxford/AstraZeneca,1213585
Hungary,2021-07-23,Pfizer/BioNTech,4865581
Hungary,2021-07-23,Sinopharm/Beijing,2066542
Hungary,2021-07-23,Sputnik V,1793351
Hungary,2021-07-30,Johnson&Johnson,122677
Hungary,2021-07-30,Moderna,677801
Hungary,2021-07-30,Oxford/AstraZeneca,1238032
Hungary,2021-07-30,Pfizer/BioNTech,4913773
Hungary,2021-07-30,Sinopharm/Beijing,2070374
Hungary,2021-07-30,Sputnik V,1794751
Hungary,2021-08-06,Johnson&Johnson,127199
Hungary,2021-08-06,Moderna,679577
Hungary,2021-08-06,Oxford/AstraZeneca,1241201
Hungary,2021-08-06,Pfizer/BioNTech,4991108
Hungary,2021-08-06,Sinopharm/Beijing,2074931
Hungary,2021-08-06,Sputnik V,1796025
Hungary,2021-08-13,Johnson&Johnson,133928
Hungary,2021-08-13,Moderna,683324
Hungary,2021-08-13,Oxford/AstraZeneca,1243223
Hungary,2021-08-13,Pfizer/BioNTech,5105597
Hungary,2021-08-13,Sinopharm/Beijing,2080857
Hungary,2021-08-13,Sputnik V,1797515
Hungary,2021-08-20,Johnson&Johnson,139952
Hungary,2021-08-20,Moderna,686525
Hungary,2021-08-20,Oxford/AstraZeneca,1243789
Hungary,2021-08-20,Pfizer/BioNTech,5201346
Hungary,2021-08-20,Sinopharm/Beijing,2085880
Hungary,2021-08-20,Sputnik V,1798625
Hungary,2021-08-27,Johnson&Johnson,151170
Hungary,2021-08-27,Moderna,691441
Hungary,2021-08-27,Oxford/AstraZeneca,1244701
Hungary,2021-08-27,Pfizer/BioNTech,5338639
Hungary,2021-08-27,Sinopharm/Beijing,2093430
Hungary,2021-08-27,Sputnik V,1800186
Hungary,2021-09-03,Johnson&Johnson,157534
Hungary,2021-09-03,Moderna,697242
Hungary,2021-09-03,Oxford/AstraZeneca,1245404
Hungary,2021-09-03,Pfizer/BioNTech,5518042
Hungary,2021-09-03,Sinopharm/Beijing,2100737
Hungary,2021-09-03,Sputnik V,1801654
Hungary,2021-09-10,Johnson&Johnson,165116
Hungary,2021-09-10,Moderna,705278
Hungary,2021-09-10,Oxford/AstraZeneca,1245928
Hungary,2021-09-10,Pfizer/BioNTech,5644723
Hungary,2021-09-10,Sinopharm/Beijing,2106953
Hungary,2021-09-10,Sputnik V,1802940
Hungary,2021-09-17,Johnson&Johnson,172268
Hungary,2021-09-17,Moderna,713648
Hungary,2021-09-17,Oxford/AstraZeneca,1246345
Hungary,2021-09-17,Pfizer/BioNTech,5762953
Hungary,2021-09-17,Sinopharm/Beijing,2112177
Hungary,2021-09-17,Sputnik V,1804017
Hungary,2021-09-24,Johnson&Johnson,178696
Hungary,2021-09-24,Moderna,722197
Hungary,2021-09-24,Oxford/AstraZeneca,1246683
Hungary,2021-09-24,Pfizer/BioNTech,5918739
Hungary,2021-09-24,Sinopharm/Beijing,2117889
Hungary,2021-09-24,Sputnik V,1805092
Hungary,2021-10-01,Johnson&Johnson,185598
Hungary,2021-10-01,Moderna,729722
Hungary,2021-10-01,Oxford/AstraZeneca,1246988
Hungary,2021-10-01,Pfizer/BioNTech,6024949
Hungary,2021-10-01,Sinopharm/Beijing,2124653
Hungary,2021-10-01,Sputnik V,1805956
Hungary,2021-10-08,Johnson&Johnson,191711
Hungary,2021-10-08,Moderna,738175
Hungary,2021-10-08,Oxford/AstraZeneca,1247284
Hungary,2021-10-08,Pfizer/BioNTech,6130832
Hungary,2021-10-08,Sinopharm/Beijing,2129673
Hungary,2021-10-08,Sputnik V,1806395
Hungary,2021-10-15,Johnson&Johnson,197798
Hungary,2021-10-15,Moderna,746586
Hungary,2021-10-15,Oxford/AstraZeneca,1247567
Hungary,2021-10-15,Pfizer/BioNTech,6241672
Hungary,2021-10-15,Sinopharm/Beijing,2134168
Hungary,2021-10-15,Sputnik V,1806788
Hungary,2021-10-22,Johnson&Johnson,203946
Hungary,2021-10-22,Moderna,757195
Hungary,2021-10-22,Oxford/AstraZeneca,1247851
Hungary,2021-10-22,Pfizer/BioNTech,6355233
Hungary,2021-10-22,Sinopharm/Beijing,2138356
Hungary,2021-10-22,Sputnik V,1807105
Hungary,2021-10-29,Johnson&Johnson,211505
Hungary,2021-10-29,Moderna,767930
Hungary,2021-10-29,Oxford/AstraZeneca,1248171
Hungary,2021-10-29,Pfizer/BioNTech,6476320
Hungary,2021-10-29,Sinopharm/Beijing,2142489
Hungary,2021-10-29,Sputnik V,1807272
Hungary,2021-11-05,Johnson&Johnson,220792
Hungary,2021-11-05,Moderna,782321
Hungary,2021-11-05,Oxford/AstraZeneca,1248464
Hungary,2021-11-05,Pfizer/BioNTech,6627727
Hungary,2021-11-05,Sinopharm/Beijing,2147493
Hungary,2021-11-05,Sputnik V,1807313
Hungary,2021-11-12,Johnson&Johnson,232751
Hungary,2021-11-12,Moderna,804133
Hungary,2021-11-12,Oxford/AstraZeneca,1248864
Hungary,2021-11-12,Pfizer/BioNTech,6847187
Hungary,2021-11-12,Sinopharm/Beijing,2153828
Hungary,2021-11-12,Sputnik V,1807348
Hungary,2021-11-19,Johnson&Johnson,243570
Hungary,2021-11-19,Moderna,826112
Hungary,2021-11-19,Oxford/AstraZeneca,1249156
Hungary,2021-11-19,Pfizer/BioNTech,7082610
Hungary,2021-11-19,Sinopharm/Beijing,2160969
Hungary,2021-11-19,Sputnik V,1807392
Hungary,2021-11-26,Johnson&Johnson,278393
Hungary,2021-11-26,Moderna,898062
Hungary,2021-11-26,Oxford/AstraZeneca,1250883
Hungary,2021-11-26,Pfizer/BioNTech,7713127
Hungary,2021-11-26,Sinopharm/Beijing,2185869
Hungary,2021-12-03,Johnson&Johnson,292092
Hungary,2021-12-03,Moderna,931366
Hungary,2021-12-03,Oxford/AstraZeneca,1251401
Hungary,2021-12-03,Pfizer/BioNTech,7993545
Hungary,2021-12-03,Sinopharm/Beijing,2201519
Hungary,2021-12-10,Johnson&Johnson,302565
Hungary,2021-12-10,Moderna,959213
Hungary,2021-12-10,Oxford/AstraZeneca,1251797
Hungary,2021-12-10,Pfizer/BioNTech,8224379
Hungary,2021-12-10,Sinopharm/Beijing,2217170
Hungary,2021-12-17,Johnson&Johnson,304210
Hungary,2021-12-17,Moderna,969711
Hungary,2021-12-17,Oxford/AstraZeneca,1251928
Hungary,2021-12-17,Pfizer/BioNTech,8370647
Hungary,2021-12-17,Sinopharm/Beijing,2225840
Hungary,2021-12-24,Johnson&Johnson,306382
Hungary,2021-12-24,Moderna,975099
Hungary,2021-12-24,Oxford/AstraZeneca,1251984
Hungary,2021-12-24,Pfizer/BioNTech,8440865
Hungary,2021-12-24,Sinopharm/Beijing,2232252
Hungary,2021-12-31,Johnson&Johnson,308082
Hungary,2021-12-31,Moderna,980133
Hungary,2021-12-31,Oxford/AstraZeneca,1252078
Hungary,2021-12-31,Pfizer/BioNTech,8494550
Hungary,2021-12-31,Sinopharm/Beijing,2239144
Hungary,2022-01-07,Johnson&Johnson,312996
Hungary,2022-01-07,Moderna,992880
Hungary,2022-01-07,Oxford/AstraZeneca,1252174
Hungary,2022-01-07,Pfizer/BioNTech,8643385
Hungary,2022-01-07,Sinopharm/Beijing,2250325
Hungary,2022-01-14,Johnson&Johnson,317632
Hungary,2022-01-14,Moderna,1005940
Hungary,2022-01-14,Oxford/AstraZeneca,1252314
Hungary,2022-01-14,Pfizer/BioNTech,8802826
Hungary,2022-01-14,Sinopharm/Beijing,2261038
Hungary,2022-01-21,Johnson&Johnson,322802
Hungary,2022-01-21,Moderna,1021333
Hungary,2022-01-21,Oxford/AstraZeneca,1252449
Hungary,2022-01-21,Pfizer/BioNTech,8973733
Hungary,2022-01-21,Sinopharm/Beijing,2271573
Hungary,2022-01-28,Johnson&Johnson,328158
Hungary,2022-01-28,Moderna,1037408
Hungary,2022-01-28,Oxford/AstraZeneca,1252622
Hungary,2022-01-28,Pfizer/BioNTech,9156779
